class,tf,rule,symbol,ir,ir_gross,cagr,bench_cagr,excess_cagr,max_dd,bench_dd,mar,bench_mar,vol,bench_vol,long_frac,turnover_yr,years,spread_bps,in_bps,out_bps,t_years,n_years,years_positive
crypto,1d,ibs,ETH/USD,-0.8569931436520006,-0.6814635181302217,-0.05088756201276112,0.3018579296367798,-0.35274549164954094,-0.7764728123593734,-0.7929364774157909,-0.0655368239592772,0.38068362124106825,0.5593361962687863,0.7846951706516316,0.45416666666666666,84.9468567485755,5.921349173504704,-6.739208683993144,11.972315318412102,18.711524002405245,-0.2793578412108476,7,0.42857142857142855
crypto,1d,ibs,XRP/USD,-0.719781554833379,-0.6186558861340247,-0.04658974007136241,0.26357566804026944,-0.31016540811163185,-0.6730043675246704,-0.8324122821359663,-0.06922650478884829,0.3166407724834807,0.6085109238426305,1.0489631937107333,0.4327944572748268,76.9558122655045,5.925478356680308,-11.26093097597053,14.19852205233008,25.459453028300608,-0.6938682033943571,7,0.5714285714285714
crypto,1d,ibs,BNB/USD,-0.9387799509731942,-0.8000471009510306,0.13768309942482837,0.7275017207187493,-0.5898186212939209,-0.5960835732938179,-0.7084836863278706,0.23097952299544824,1.026843291889261,0.4691458475537969,0.8183097290074467,0.41893764434180136,82.18591719938897,5.925589402604133,-3.51923141753952,21.69187995189829,25.21111136943781,0.7619021282200499,7,0.5714285714285714
crypto,1d,ibs,SOL/USD,-0.6288699053023293,-0.48600375995512796,-0.22371707664306806,-0.05345162567465689,-0.17026545096841117,-0.8759820964498815,-0.9627249869276181,-0.25539001030926645,-0.05552117832241911,0.6888290553419273,0.9595953657147398,0.5194444444444445,84.6550114521301,4.925874946408827,-13.923197516688248,4.448512925209902,18.37171044189815,-0.5562243885492631,6,0.3333333333333333
crypto,1d,ibs,DOGE/USD,-1.0653241655426957,-0.9787981913669567,-0.11116310209805891,0.6810393845447555,-0.7922024866428145,-0.9499374752578811,-0.923061260891813,-0.11702149351238225,0.7378051852016532,1.7400771979967689,2.0139924780485385,0.49468822170900695,77.80696747235338,5.924919258211728,-19.800175969349397,33.866680831698126,53.66685680104752,-0.8871477312579282,7,0.2857142857142857
crypto,1d,ibs,ADA/USD,-0.6886678649249676,-0.5592150401963119,-0.14688279202222376,0.09733467178239574,-0.2442174638046195,-0.9236390386021354,-0.9515008431703206,-0.1590261843463447,0.1022959385491292,0.6531933038580018,0.9877289149203289,0.5122401847575058,85.05631191126504,5.925486171159147,-15.259231047419243,7.905511528093097,23.16474257551234,-1.3630011977631908,7,0.42857142857142855
crypto,1d,ibs,TRX/USD,-1.1424494420872437,-0.9932971480356304,-0.12210312132182044,0.5544370244215362,-0.6765401457433566,-0.677036845509442,-0.694890421830169,-0.18034930023630094,0.7978769126811197,0.4626017303814525,0.8159818724077056,0.41570438799076215,88.60079794710431,5.92545453499675,-26.030727305627,5.138949603939166,31.169676909566167,-1.3862836442486508,7,0.42857142857142855
crypto,1d,ibs,AVAX/USD,-0.6610550615989154,-0.520493579080751,-0.4670964504384555,-0.3383608503827721,-0.1287356000556834,-0.979127262712111,-0.9562546371865261,-0.47705387055062937,-0.3538396962740916,0.716883307420954,0.9707709804268171,0.54,81.00328308105469,4.925726277054064,-34.28959993455341,-14.146097222000572,20.143502712552838,-0.876840150102762,6,0.3333333333333333
crypto,1d,ibs,LINK/USD,-0.29398791009326536,-0.15140872706455566,-0.047471664341573905,-0.09504611231383087,0.04757444797225696,-0.7795981489594134,-0.9019491574054591,-0.06089247954851843,-0.10537856988218701,0.6972972398352315,1.0021870273544304,0.4771362586605081,91.98044575851202,5.925172415785611,11.17770038992135,16.861695848691237,5.683995458769888,0.7286125344745527,7,0.7142857142857143
crypto,1d,macd_cross,BTC/USD,-0.533692325372426,-0.4857699190755558,0.16410845780282157,0.33401347909271784,-0.16990502128989626,-0.7738527604683593,-0.7663060714798322,0.21206677314622246,0.4358747653502162,0.40237184489479283,0.57620831215847,0.5145496535796766,18.394669100072022,5.925629833676824,2.157733520405463,13.476281808468555,11.318548288063093,0.48762073447935267,7,0.42857142857142855
crypto,1d,macd_cross,ETH/USD,-0.1858861727555725,-0.1519975802725366,0.37391518200110374,0.3018579296367798,0.07205725236432392,-0.623809319772018,-0.7929364774157909,0.5994062130039313,0.38068362124106825,0.5489353122276212,0.7846951706516316,0.512962962962963,17.394684383903133,5.921349173504704,21.179223331211933,25.97879143641121,4.799568105199278,1.5617340743440378,7,0.7142857142857143
crypto,1d,macd_cross,XRP/USD,-0.021980437246819015,0.002053758365016382,0.627567571247948,0.26357566804026944,0.3639919032076786,-0.6462949079918516,-0.8324122821359663,0.971023542793966,0.3166407724834807,0.7350166213570811,1.0489631937107333,0.4868360277136259,16.369986381039336,5.925478356680308,42.49347597503193,42.411532917331144,-0.0819430577007786,1.7154951341037472,7,0.8571428571428571
crypto,1d,macd_cross,BNB/USD,-0.5078134612435173,-0.47200884742805393,0.5196548911162664,0.7275017207187493,-0.2078468296024829,-0.5283789400114811,-0.7084836863278706,0.9834890298712035,1.026843291889261,0.6363401925921506,0.8183097290074467,0.5376443418013857,17.0447179407357,5.925589402604133,17.37702578720023,31.779165384710915,14.402139597510685,0.20459840191982917,7,0.7142857142857143
crypto,1d,macd_cross,SOL/USD,0.3433122962353712,0.3706015689167574,0.5029158921795294,-0.05345162567465689,0.5563675178541863,-0.7230077885908854,-0.9627249869276181,0.695588484820742,-0.05552117832241911,0.687046589095186,0.9595953657147398,0.5516666666666666,16.443779202931747,4.925874946408827,47.65209467149382,32.484667011141035,-15.167427660352784,3.430432102438859,6,1.0
crypto,1d,macd_cross,DOGE/USD,-0.17895472571039922,-0.1696198804106655,1.2710998866985208,0.6810393845447555,0.5900605021537653,-0.669771513480726,-0.923061260891813,1.897811210412279,0.7378051852016532,1.0496428268848323,2.0139924780485385,0.5228637413394919,14.683744403676235,5.924919258211728,52.00482859952924,68.71849859537056,16.713669995841325,2.7095310968713258,7,0.8571428571428571
crypto,1d,macd_cross,ADA/USD,0.09554106122929582,0.12339268767462075,0.45049192672964766,0.09733467178239574,0.3531572549472519,-0.7955986250728301,-0.9515008431703206,0.5662301473791626,0.1022959385491292,0.7210274157644632,0.9877289149203289,0.5076212471131639,17.0450148869797,5.925486171159147,39.38755259759086,34.76013813673244,-4.627414460858425,1.4112319242625229,7,0.7142857142857143
crypto,1d,macd_cross,TRX/USD,-0.8987130271999593,-0.8487394419301677,0.1440882336903031,0.5544370244215362,-0.4103487907312331,-0.735115818055611,-0.694890421830169,0.19600752718315595,0.7978769126811197,0.6757146446528263,0.8159818724077056,0.5653579676674365,21.432954931966187,5.92545453499675,-7.330557516370369,17.17105842079962,24.50161593716999,-0.2757067028248454,7,0.42857142857142855
crypto,1d,macd_cross,AVAX/USD,0.23734083046117285,0.2692608119254412,-0.055067911635062305,-0.3383608503827721,0.2832929387477098,-0.752125065969536,-0.9562546371865261,-0.07321642919063778,-0.3538396962740916,0.7348706437396534,0.9707709804268171,0.5538888888888889,18.271417236328126,4.925726277054064,21.86941085021269,11.383305921627768,-10.486104928584922,0.15882130474428827,6,0.6666666666666666
crypto,1d,macd_cross,LINK/USD,-0.023498607551659178,0.002531509334375117,0.1568427606900118,-0.09504611231383087,0.25188887300384266,-0.633374005037383,-0.9019491574054591,0.24763056178908802,-0.10537856988218701,0.6977838738573879,1.0021870273544304,0.5242494226327945,17.04591747084351,5.925172415785611,21.243685181619398,21.13895232963745,-0.10473285198194689,3.6861182859180244,7,0.8571428571428571
