rule,symbol,scenario,ir_union,ret_pct,bench_pct,years_oos
LINEARREG_INTERCEPT_50,ABBV,gross,-0.6439690322329191,-63.628601989997755,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_50,ABBV,retail,-0.6509519121545729,-64.8447818108113,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_50,ABBV,wide,-0.6590309134035309,-66.22069035432983,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_50,ABBV,pessimistic,-0.6791961915849516,-69.43032567640645,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_50,PEP,gross,-0.5039181579185219,-97.98285715332284,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_50,PEP,retail,-0.5116296116233632,-98.25945945103042,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_50,PEP,wide,-0.5205141632024495,-98.53464504938593,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_50,PEP,pessimistic,-0.5426881649913876,-99.04712315537569,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_50,KO,gross,-0.37212361218919865,-86.70626444721485,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_50,KO,retail,-0.37982604488885763,-88.48759269061475,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_50,KO,wide,-0.38872581030668446,-90.2664130926368,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_50,KO,pessimistic,-0.41094213860607687,-93.60282189417956,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_50,WMT,gross,-0.4694425282826938,-60.54375565966825,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_50,WMT,retail,-0.4757768929426114,-65.59516192949741,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_50,WMT,wide,-0.483046824103488,-70.6612117652441,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_50,WMT,pessimistic,-0.501195882497953,-80.30073576458507,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_9,AAPL,gross,-0.1925043456980646,1691.0014138666327,390712.73254496604,44.58319006747153
LINEARREG_INTERCEPT_9,AAPL,retail,-0.2011933317442795,1288.8816362258472,390712.73254496604,44.58319006747153
LINEARREG_INTERCEPT_9,AAPL,wide,-0.21275635451847727,887.8313367479045,390712.73254496604,44.58319006747153
LINEARREG_INTERCEPT_9,AAPL,pessimistic,-0.2416157697602006,321.312113485866,390712.73254496604,44.58319006747153
LINEARREG_INTERCEPT_9,MSFT,gross,-0.6291332921110138,-97.86412426074942,358183.70456761884,39.58049055312335
LINEARREG_INTERCEPT_9,MSFT,retail,-0.6409112512542519,-98.30770846396926,358183.70456761884,39.58049055312335
LINEARREG_INTERCEPT_9,MSFT,wide,-0.6566981137409544,-98.76576925061772,358183.70456761884,39.58049055312335
LINEARREG_INTERCEPT_9,MSFT,pessimistic,-0.6960661529187607,-99.4394877389665,358183.70456761884,39.58049055312335
LINEARREG_INTERCEPT_9,AMZN,gross,-0.39690715330297605,-86.40584971392478,113036.43839929435,28.581000619275773
LINEARREG_INTERCEPT_9,AMZN,retail,-0.40411221125127483,-88.50561268858807,113036.43839929435,28.581000619275773
